Substructure,Molecules containing fragment,Number of Molecules_with_Fragment,Mean score cluster,Steps,Number of Molecules_with_Fragment List,step min,step count
F[B-]1(F)n2cc(Cl)c(-c3ccccc3)c2C(c2ccc(Br)cc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cc(Cl)c(-c3ccccc3)c2C(c2ccc(Br)cc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21'},1,0.5901932,[380],[2],380,1
Nc1c(-c2c3ccccc3cc3ccccc23)c(-c2c3ccccc3cc3ccccc23)cc2ccc[n+]([O-])c12,{'Nc1c(-c2c3ccccc3cc3ccccc23)c(-c2c3ccccc3cc3ccccc23)cc2ccc[n+]([O-])c12'},1,0.4875665,[310],[2],310,1
N#CC1=C(N)c2nc3ccccc3nc2C=c2[nH]c(=C3C=CC(c4ccccc4)N(c4ccccc4)C3=O)cc21,{'N#CC1=C(N)c2nc3ccccc3nc2C=c2[nH]c(=C3C=CC(c4ccccc4)N(c4ccccc4)C3=O)cc21'},1,0.5000941,[110],[2],110,1
F[B-]1(F)n2cccc2C=c2c(-c3cccs3)c(-c3cccs3)c3c(ccc4ncccc43)c2=[N+]1c1ccccc1,{'F[B-]1(F)n2cccc2C=c2c(-c3cccs3)c(-c3cccs3)c3c(ccc4ncccc43)c2=[N+]1c1ccccc1'},1,0.5328226,[250],[2],250,1
F[B-]1(F)n2cccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3cccc4ccccc34)C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3cccc4ccccc34)C(c3ccccc3)=[N+]21'},1,0.5758749,[320],[2],320,1
F[B-]1(F)n2cccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3ccc(C(F)(F)F)cc3)[N+]1=C2c1ccccc1,{'F[B-]1(F)n2cccc2C(c2ccc(C(F)(F)F)cc2)=C2C=C(c3ccc(C(F)(F)F)cc3)[N+]1=C2c1ccccc1'},1,0.5702117,[280],[2],280,1
F[B-]1(F)n2cccc2C(c2ccc(-c3ccc4ccccc4n3)cc2)=C2C=CC(c3ccc4ccccc4c3)=[N+]21,{'F[B-]1(F)n2cccc2C(c2ccc(-c3ccc4ccccc4n3)cc2)=C2C=CC(c3ccc4ccccc4c3)=[N+]21'},1,0.5411336,[280],[2],280,1
Cc1ccc(N2C(=O)c3ccccc3C2=C2C(c3ccccc3)=NN(c3ccc(C)cc3)c3ccccc32)cc1,{'Cc1ccc(N2C(=O)c3ccccc3C2=C2C(c3ccccc3)=NN(c3ccc(C)cc3)c3ccccc32)cc1'},1,0.4518932,[210],[2],210,1
Cc1ccc(C2C(c3ccccc3)=C(c3ccc(Cl)cc3)N(S(=O)(=O)c3ccc(C)cc3)c3ccccc32)cc1,{'Cc1ccc(C2C(c3ccccc3)=C(c3ccc(Cl)cc3)N(S(=O)(=O)c3ccc(C)cc3)c3ccccc32)cc1'},1,0.0695736,[340],[2],340,1
Cc1ccc(C(=C2COC(c3ccccc3)=C2c2c3ccccc3cc3ccccc23)c2ccc(C)cc2)cc1,{'Cc1ccc(C(=C2COC(c3ccccc3)=C2c2c3ccccc3cc3ccccc23)c2ccc(C)cc2)cc1'},1,0.5097944,[380],[2],380,1
C1=C(c2ccccc2)C(=NNc2ccccc2)c2ccccc2C1=C1C2=C(c3ccccc3C2)c2ccccc21,{'C1=C(c2ccccc2)C(=NNc2ccccc2)c2ccccc2C1=C1C2=C(c3ccccc3C2)c2ccccc21'},1,0.3755189,[300],[2],300,1
CC1C2=C(c3ccccc31)C(c1ccccc1)(c1ccccn1)OC2=Cc1cc2ccccc2c2ccccc12,{'CC1C2=C(c3ccccc31)C(c1ccccc1)(c1ccccn1)OC2=Cc1cc2ccccc2c2ccccc12'},1,0.4501036,[130],[2],130,1
CC1=[N+]2C(c3ccc(Cl)cc3)=CC1=C(c1ccc(F)cc1)c1c(Br)cc(Cl)n1[B-](F)(F)C2=Cc1ccc(Br)cc1,{'CC1=[N+]2C(c3ccc(Cl)cc3)=CC1=C(c1ccc(F)cc1)c1c(Br)cc(Cl)n1[B-](F)(F)C2=Cc1ccc(Br)cc1'},1,0.4560521,[270],[2],270,1
CC1=C2C3(CC1)C(=C(C(C)C)CCC1=CC(=O)OC1C3O[Si](C)(C)C(C)(C)C)C1=CCC(C)(C)C3OC(=O)CC123,{'CC1=C2C3(CC1)C(=C(C(C)C)CCC1=CC(=O)OC1C3O[Si](C)(C)C(C)(C)C)C1=CCC(C)(C)C3OC(=O)CC123'},1,0.0,[30],[2],30,1
C1=CC2=CC(c3ccccc3)=CN=C3CC2C(=C1)[S+]=C(c1ccccc1)C3=C(c1ccccc1)c1ccccc1,{'C1=CC2=CC(c3ccccc3)=CN=C3CC2C(=C1)[S+]=C(c1ccccc1)C3=C(c1ccccc1)c1ccccc1'},1,0.315714,[120],[2],120,1
C1=CC2=C(c3ccncc3)c3cccc(c3)C=Nc3cccc(c3-c3c4ccccc4cc4ccccc34)C1=N2,{'C1=CC2=C(c3ccncc3)c3cccc(c3)C=Nc3cccc(c3-c3c4ccccc4cc4ccccc34)C1=N2'},1,0.4029323,[110],[2],110,1
C1=CC(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)C(=Nc2ccccc2)N=C1c1ccccc1,{'C1=CC(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)C(=Nc2ccccc2)N=C1c1ccccc1'},1,0.3103762,[290],[2],290,1
C1=C(c2ccccc2)C(=C2C(=C3c4ccccc4-c4ccccc43)c3cccc4cccc2c34)c2ccccc21,{'C1=C(c2ccccc2)C(=C2C(=C3c4ccccc4-c4ccccc43)c3cccc4cccc2c34)c2ccccc21'},1,0.4396376,[300],[2],300,1
Cc1ccc(-n2cnc3ccccc32)cc1-c1c(-c2ccccc2)c(O)c(-c2ccccc2)n1-c1ccccc1,{'Cc1ccc(-n2cnc3ccccc32)cc1-c1c(-c2ccccc2)c(O)c(-c2ccccc2)n1-c1ccccc1'},1,0.0395056,[290],[2],290,1
C1=C(C2(c3ccccc3)c3ccccc3-c3ccccc32)C2(c3ccccc31)c1ccccc1-c1ccccc12,{'C1=C(C2(c3ccccc3)c3ccccc3-c3ccccc32)C2(c3ccccc31)c1ccccc1-c1ccccc12'},1,0.033704,[230],[2],230,1
C(c1cccc2ccccc12)=c1cc(-c2c(-c3ccccc3)ccc3ccccc23)c2cccc3cccc1c32,{'C(c1cccc2ccccc12)=c1cc(-c2c(-c3ccccc3)ccc3ccccc23)c2cccc3cccc1c32'},1,0.2735989,[200],[2],200,1
C(=Cc1c(-c2c3ccccc3cc3ccccc23)c2ccccc2c2ccccc12)c1ccc2ccccc2c1,{'C(=Cc1c(-c2c3ccccc3cc3ccccc23)c2ccccc2c2ccccc12)c1ccc2ccccc2c1'},1,0.0,[270],[2],270,1
Brc1ccc2c(C=C3CN4C(=C3c3ccccc3)Cn3cccc3C4c3ccccc3)c3ccccc3cc2c1,{'Brc1ccc2c(C=C3CN4C(=C3c3ccccc3)Cn3cccc3C4c3ccccc3)c3ccccc3cc2c1'},1,0.4986114,[230],[2],230,1
c1ccc(C2(c3ccccc3)OCc3cc4ccccc4c(-c4c5ccccc5cc5ccccc45)c32)cc1,{'c1ccc(C2(c3ccccc3)OCc3cc4ccccc4c(-c4c5ccccc5cc5ccccc45)c32)cc1'},1,0.3485252,[210],[2],210,1
c1ccc(C(=C(c2ccccc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2)cc1,{'c1ccc(C(=C(c2ccccc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccccc2)cc1'},1,0.0,[90],[2],90,1
CC1CCC(C(C)C)C([O+]=[P-]2(=O)Oc3ccccc3C3(C)C4OC5C(C4C)C(C)(Cc4ccc(=O)oc4)C2C53)C1,{'CC1CCC(C(C)C)C([O+]=[P-]2(=O)Oc3ccccc3C3(C)C4OC5C(C4C)C(C)(Cc4ccc(=O)oc4)C2C53)C1'},1,0.0,[70],[2],70,1
CC1CCN2C(=O)C3=C(O)c4ccccc4C(=C2C1)C31CC(c2ccccc2)=NC1(C#N)C(=O)c1ccccc1,{'CC1CCN2C(=O)C3=C(O)c4ccccc4C(=C2C1)C31CC(c2ccccc2)=NC1(C#N)C(=O)c1ccccc1'},1,0.1383282,[110],[2],110,1
CN1C(=O)C(O)(C2C3=CC=CC=C4c5ccccc5C(=C(c5ccccc5)c5ccccc5)C432)c2ccccc21,{'CN1C(=O)C(O)(C2C3=CC=CC=C4c5ccccc5C(=C(c5ccccc5)c5ccccc5)C432)c2ccccc21'},1,0.1716041,[100],[2],100,1
CN1C(c2ccccc2)=NN(c2ccccc2)C1=c1c(=Cc2ccccc2)c2ccccc2n1-c1ccccc1,{'CN1C(c2ccccc2)=NN(c2ccccc2)C1=c1c(=Cc2ccccc2)c2ccccc2n1-c1ccccc1'},1,0.3036398,[210],[2],210,1
COC1=C(c2ccccc2)C(=O)C(=C2C=C(c3ccccc3)SC2=Nc2ccccc2)C1=NNc1ccccc1,{'COC1=C(c2ccccc2)C(=O)C(=C2C=C(c3ccccc3)SC2=Nc2ccccc2)C1=NNc1ccccc1'},1,0.4107969,[260],[2],260,1
COc1cc(C2=CC(=c3cc4c(c5ccccc35)=Cc3ncccc3-4)C(=O)c3ccccc32)cc(OC)c1OC,{'COc1cc(C2=CC(=c3cc4c(c5ccccc35)=Cc3ncccc3-4)C(=O)c3ccccc32)cc(OC)c1OC'},1,0.496063,[270],[2],270,1
COc1ccc(-c2ccccc2)cc1C1=C(c2ccccc2)C(=O)c2ccccc2C1=C1C=Cc2ccccc21,{'COc1ccc(-c2ccccc2)cc1C1=C(c2ccccc2)C(=O)c2ccccc2C1=C1C=Cc2ccccc21'},1,0.4730872,[280],[2],280,1
COc1ccc(C2=C(c3ccc(F)cc3)[N+]3=C(c4ccccc4)[B-](F)(F)n4cccc4C(c4cccs4)=C23)cc1,{'COc1ccc(C2=C(c3ccc(F)cc3)[N+]3=C(c4ccccc4)[B-](F)(F)n4cccc4C(c4cccs4)=C23)cc1'},1,0.5312029,[270],[2],270,1
COc1ccc(C2=CC(=C3C(=O)C(F)=C(c4ccc(C)cc4)C3=[NH+]Nc3ccc(F)cc3)c3ccccc32)cc1,{'COc1ccc(C2=CC(=C3C(=O)C(F)=C(c4ccc(C)cc4)C3=[NH+]Nc3ccc(F)cc3)c3ccccc32)cc1'},1,0.3350146,[380],[2],380,1
COc1ccc(C2=[N+]([O-])C(c3c4ccccc4nc4ccccc34)c3c4ccccc4cc4cccc2c34)cc1,{'COc1ccc(C2=[N+]([O-])C(c3c4ccccc4nc4ccccc34)c3c4ccccc4cc4cccc2c34)cc1'},1,0.5034598,[270],[2],270,1
COc1ccc(O)c(-c2c(C3=C4CCc5ccccc5N4C(=O)C3=O)cc(-c3ccccc3)c3c2CCCC3)c1,{'COc1ccc(O)c(-c2c(C3=C4CCc5ccccc5N4C(=O)C3=O)cc(-c3ccccc3)c3c2CCCC3)c1'},1,0.206535,[110],[2],110,1
COc1cccc(CC(NC(=O)OCc2ccccc2)C(=O)NC(Cc2cccnc2)c2ccc(O)cc2O)c1,{'COc1cccc(CC(NC(=O)OCc2ccccc2)C(=O)NC(Cc2cccnc2)c2ccc(O)cc2O)c1'},1,0.0,[40],[2],40,1
COc1ccccc1C=NC1=C(Cl)C(=O)C(=CNc2c(Cl)cccc2Cl)c2nc(C)nc(-c3ccc(C)cc3)c21,{'COc1ccccc1C=NC1=C(Cl)C(=O)C(=CNc2c(Cl)cccc2Cl)c2nc(C)nc(-c3ccc(C)cc3)c21'},1,0.310694,[20],[2],20,1
C[N+](C)=c1ccc(=Cc2ccc(N=Nc3ccccc3N([O-])[O-])cc2)c2c(c1)C=CC=2c1ccc([N+](=O)[O-])cc1,{'C[N+](C)=c1ccc(=Cc2ccc(N=Nc3ccccc3N([O-])[O-])cc2)c2c(c1)C=CC=2c1ccc([N+](=O)[O-])cc1'},1,0.2698809,[370],[2],370,1
C[O+]=C1C=CC=CC1=[P-]1(c2ccccc2)=C(c2ccccc2)C2=Cc3ccccc3C(=O)C2=C1c1ccccc1,{'C[O+]=C1C=CC=CC1=[P-]1(c2ccccc2)=C(c2ccccc2)C2=Cc3ccccc3C(=O)C2=C1c1ccccc1'},1,0.5013117,[130],[2],130,1
Cc1c(-c2ccccc2)n2n1C(=C1C=CC=C1c1ccccc1)[N+](=C1c3ccccc3-c3ccccc31)[B-]2(F)F,{'Cc1c(-c2ccccc2)n2n1C(=C1C=CC=C1c1ccccc1)[N+](=C1c3ccccc3-c3ccccc31)[B-]2(F)F'},1,0.4682875,[340],[2],340,1
Cc1cc2c(s1)c(=O)c1c(c3c(C)sc(C)c32)-c2c(c3ccsc3c3sccc23)C1(c1cccs1)c1cccs1,{'Cc1cc2c(s1)c(=O)c1c(c3c(C)sc(C)c32)-c2c(c3ccsc3c3sccc23)C1(c1cccs1)c1cccs1'},1,0.3050022,[90],[2],90,1
O=C1C(Cl)=C(c2ccc(-c3ccccc3)cc2)C2=C(c3ccc(Cl)cc3)c3ccccc3C2C1c1ccccc1,{'O=C1C(Cl)=C(c2ccc(-c3ccccc3)cc2)C2=C(c3ccc(Cl)cc3)c3ccccc3C2C1c1ccccc1'},1,0.3540522,[210],[2],210,1
O=C1C(c2ccccc2)=C(c2ccccc2)c2ccccc2C1=C1c2ccccc2C=Cc2ccc(Br)c(Br)c21,{'O=C1C(c2ccccc2)=C(c2ccccc2)c2ccccc2C1=C1c2ccccc2C=Cc2ccc(Br)c(Br)c21'},1,0.3361787,[360],[2],360,1
O=C1C2=C(c3ccccc31)c1ccc(Cl)cc1C2=C1C(c2ccc[nH]2)=C(c2cccnc2)c2cccn2[B-]1(F)F,{'O=C1C2=C(c3ccccc31)c1ccc(Cl)cc1C2=C1C(c2ccc[nH]2)=C(c2cccnc2)c2cccn2[B-]1(F)F'},1,0.5150099,[270],[2],270,1
COc1ccc(NN=C2C=C(C)C(Nc3cc(C)cc4c(-c5ccccc5)cn(-c5ccccc5)c34)=CC2=O)cc1,{'COc1ccc(NN=C2C=C(C)C(Nc3cc(C)cc4c(-c5ccccc5)cn(-c5ccccc5)c34)=CC2=O)cc1'},1,0.4321026,[150],[2],150,1
Cc1ccc(-c2cc3c(nc4c(=C5c6ccccc6Oc6ccccc65)nnc2-4)=NN=C(c2ccccc2)C3)cc1,{'Cc1ccc(-c2cc3c(nc4c(=C5c6ccccc6Oc6ccccc65)nnc2-4)=NN=C(c2ccccc2)C3)cc1'},1,0.3115179,[140],[2],140,1
Cc1ccc(-c2cc(-c3cccc(C)c3)cc3c2=Cc2cc(C)c(C)n2[B-](F)(F)C=3c2c(C)cc(C)cc2C)cc1,{'Cc1ccc(-c2cc(-c3cccc(C)c3)cc3c2=Cc2cc(C)c(C)n2[B-](F)(F)C=3c2c(C)cc(C)cc2C)cc1'},1,0.5743637,[330],[2],330,1
Cc1c2ccccc2cc2c(-c3c4ccccc4cc4ccccc34)c(=[S+]c3cccc4ccccc34)oc([O-])c12,{'Cc1c2ccccc2cc2c(-c3c4ccccc4cc4ccccc34)c(=[S+]c3cccc4ccccc34)oc([O-])c12'},1,0.4579841,[390],[2],390,1
C[S+]=c1c(Sc2ccccc2)c(-c2ccccc2)[n-]c(=Nc2ccccc2)c(-c2ccccc2)c1-c1ccccc1,{'C[S+]=c1c(Sc2ccccc2)c(-c2ccccc2)[n-]c(=Nc2ccccc2)c(-c2ccccc2)c1-c1ccccc1'},1,0.2477354,[290],[2],290,1
CP1COCC1C(=O)N1C(=O)c2ccccc2C1CC1C(CCc2ccccc2)CCCC1O[Si](C)(C)C(C)(C)C,{'CP1COCC1C(=O)N1C(=O)c2ccccc2C1CC1C(CCc2ccccc2)CCCC1O[Si](C)(C)C(C)(C)C'},1,0.0,[10],[2],10,1
COc1ccc2c(c1)OCC1=[S+]C(=C3C=CC(=c4ccc(=c5ccc(=C6[N-]C=CC6=S)cc5)cc4OC)C3=O)C=C12,{'COc1ccc2c(c1)OCC1=[S+]C(=C3C=CC(=c4ccc(=c5ccc(=C6[N-]C=CC6=S)cc5)cc4OC)C3=O)C=C12'},1,0.21794,[40],[2],40,1
COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1,{'COc1ccc(C=c2[n-][n+]3c(c2-c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C=3c2ccccc2)cc1'},1,0.3957263,[330],[2],330,1
CC1=C(Br)C(=O)N2C1=Cc1cc(Br)cc(Br)c1C2=C1N(c2c(C)cc(C)cc2C)CCN1c1c(C)cc(Br)cc1C,{'CC1=C(Br)C(=O)N2C1=Cc1cc(Br)cc(Br)c1C2=C1N(c2c(C)cc(C)cc2C)CCN1c1c(C)cc(Br)cc1C'},1,0.2906561,[240],[2],240,1
COC(=O)c1nc2ccc3n2c(c1-c1c2ccccc2cc2ccccc12)-c1cc(C(C)C)ccc1C(C1CC1)=C3,{'COC(=O)c1nc2ccc3n2c(c1-c1c2ccccc2cc2ccccc12)-c1cc(C(C)C)ccc1C(C1CC1)=C3'},1,0.0,[60],[2],60,1
COC(=O)C1c2ccccc2C2C(c3ccccc3N3C4Oc5ccccc5N(c5ccccc54)C23)C1C(=O)OC,{'COC(=O)C1c2ccccc2C2C(c3ccccc3N3C4Oc5ccccc5N(c5ccccc54)C23)C1C(=O)OC'},1,0.0054716,[40],[2],40,1
COC(=O)C1=CCC2C1(C)CCC1C3C4(C)CC(O)C5=C(C(=O)c6cc(-c7ccccc7)ccc6CO5)C4CCC123,{'COC(=O)C1=CCC2C1(C)CCC1C3C4(C)CC(O)C5=C(C(=O)c6cc(-c7ccccc7)ccc6CO5)C4CCC123'},1,0.0390365,[60],[2],60,1
CN(C)c1ccc(C2=c3cc(-c4ccc(N(C)C)cc4)c4ccccc4c3=C[N+](=O)[B-](F)(F)n3cc(Br)cc32)cc1,{'CN(C)c1ccc(C2=c3cc(-c4ccc(N(C)C)cc4)c4ccccc4c3=C[N+](=O)[B-](F)(F)n3cc(Br)cc32)cc1'},1,0.5660581,[320],[2],320,1
CCc1ccccc1C1=C2C(c3nnc(OC)n(-c4ccccc4)c3=O)=C1C=Cc1cccc3c2cc(OC)cc13,{'CCc1ccccc1C1=C2C(c3nnc(OC)n(-c4ccccc4)c3=O)=C1C=Cc1cccc3c2cc(OC)cc13'},1,0.0,[90],[2],90,1
CC1=[N+]2C(=C(c3ccccn3)c3cccn3[B-](F)(F)C2Cl)C(c2ccc[nH]2)=C1C(c1ccccc1)c1ccccc1,{'CC1=[N+]2C(=C(c3ccccn3)c3cccn3[B-](F)(F)C2Cl)C(c2ccc[nH]2)=C1C(c1ccccc1)c1ccccc1'},1,0.4382947,[290],[2],290,1
Cc1ccc(N=Nc2cccc(Oc3ccc(C=Nc4ccc(N=Nc5ccc(N(C)C)cc5)cc4)cc3)c2)nc1,{'Cc1ccc(N=Nc2cccc(Oc3ccc(C=Nc4ccc(N=Nc5ccc(N(C)C)cc5)cc4)cc3)c2)nc1'},1,0.321544,[110],[2],110,1
Cc1ccc(S(=O)(=O)n2cc(C=C3c4ccccc4CCc4[nH]c(C)c(-c5ccccc5)c43)c3ccccc32)cc1,{'Cc1ccc(S(=O)(=O)n2cc(C=C3c4ccccc4CCc4[nH]c(C)c(-c5ccccc5)c43)c3ccccc32)cc1'},1,0.1151737,[240],[2],240,1
Cc1ccc(S(=O)(=O)n2ncc(=C(c3ccccc3)c3ccccc3)c2=C(c2ccccc2)c2ccccc2)cc1,{'Cc1ccc(S(=O)(=O)n2ncc(=C(c3ccccc3)c3ccccc3)c2=C(c2ccccc2)c2ccccc2)cc1'},1,0.4561214,[130],[2],130,1
Cc1ccc2c(c1)C1(C)[N-][N+]1(CC1C(c3cc(Cl)ccc3C)CCCN1C(=O)OC(C)(C)C)N2C(=O)OC(C)(C)C,{'Cc1ccc2c(c1)C1(C)[N-][N+]1(CC1C(c3cc(Cl)ccc3C)CCCN1C(=O)OC(C)(C)C)N2C(=O)OC(C)(C)C'},1,0.0,[30],[2],30,1
Cc1ccc2ccc(C3=C(c4cccs4)C(=C4C=C(c5cccs5)c5ccccc54)c4cccn4[B-]3(F)F)cc2c1,{'Cc1ccc2ccc(C3=C(c4cccs4)C(=C4C=C(c5cccs5)c5ccccc54)c4cccn4[B-]3(F)F)cc2c1'},1,0.5056384,[370],[2],370,1
Cc1cccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)[nH]2)c2cc(C)cc(C)c2C)c1,{'Cc1cccc(N(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)[nH]2)c2cc(C)cc(C)c2C)c1'},1,0.1158363,[60],[2],60,1
Cc1ccccc1C1=c2c(c3c(c4c2N(c2ccccc2)[B-](F)(F)[N+](c2ccccc2)=C4)=c2ccccc2=C3)C=C1,{'Cc1ccccc1C1=c2c(c3c(c4c2N(c2ccccc2)[B-](F)(F)[N+](c2ccccc2)=C4)=c2ccccc2=C3)C=C1'},1,0.3585657,[190],[2],190,1
Cn1c(-c2ccccc2)cc2c(C#N)c(-c3cccs3)c3c(-c4ccccc4)c4ccc5ccccc5c4cc3c21,{'Cn1c(-c2ccccc2)cc2c(C#N)c(-c3cccs3)c3c(-c4ccccc4)c4ccc5ccccc5c4cc3c21'},1,0.3612886,[110],[2],110,1
Cn1cccc1C1=C2[N+](=C(c3ccccc3)c3c(-c4ccccc4)cccc3[B-]2(F)F)[B-](F)(F)N1c1ccccc1,{'Cn1cccc1C1=C2[N+](=C(c3ccccc3)c3c(-c4ccccc4)cccc3[B-]2(F)F)[B-](F)(F)N1c1ccccc1'},1,0.5021973,[260],[2],260,1
FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1,{'FC(F)(F)c1ccc(C2=C(Cl)C(c3ccccc3)=C(c3ccccc3)C2=C(c2ccccc2)c2ccccc2)cc1'},1,0.4254783,[270],[2],270,1
F[B-](F)(F)c1ccc2c(c1)[NH+]=CC2=C1c2ccccc2C(c2ccccc2)=C(c2ccccc2)N1c1ccccc1,{'F[B-](F)(F)c1ccc2c(c1)[NH+]=CC2=C1c2ccccc2C(c2ccccc2)=C(c2ccccc2)N1c1ccccc1'},1,0.346178,[160],[2],160,1
F[B-]1(F)C(c2ccccc2)=C2C(=C3c4ccccc4C(c4ccccc4)=[N+]31)C(=Cc1ccccc1)c1ccccc12,{'F[B-]1(F)C(c2ccccc2)=C2C(=C3c4ccccc4C(c4ccccc4)=[N+]31)C(=Cc1ccccc1)c1ccccc12'},1,0.5332702,[260],[2],260,1
F[B-]1(F)C(c2ccccc2)=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(Cl)n31)c1cccn1[B-]2(F)F,{'F[B-]1(F)C(c2ccccc2)=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(Cl)n31)c1cccn1[B-]2(F)F'},1,0.5523643,[340],[2],340,1
F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)C2=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,{'F[B-]1(F)C2=C(c3ccccc3)c3cccn3[B-](F)(F)C2=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1'},1,0.5692429,[230],[2],230,1
F[B-]1(F)C2=CC=CC3=C(c4ccc(-c5ccc6ccccc6c5)cc4)[N+](=C2c2ccccc2)c2ccccc2C1=C3,{'F[B-]1(F)C2=CC=CC3=C(c4ccc(-c5ccc6ccccc6c5)cc4)[N+](=C2c2ccccc2)c2ccccc2C1=C3'},1,0.4204811,[270],[2],270,1
F[B-]1(F)c2ccnc(-c3ccc(-c4ccc[nH]4)c4cccn34)c2C(c2ccccc2)=C(c2cccs2)c2cccn21,{'F[B-]1(F)c2ccnc(-c3ccc(-c4ccc[nH]4)c4cccn34)c2C(c2ccccc2)=C(c2cccs2)c2cccn21'},1,0.424134,[260],[2],260,1
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21,{'F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2C(c2ccccc2)=C2c3ccccc3C(c3ccccc3)=[N+]21'},1,0.4524715,[390],[2],390,1
CC1=C2C(c3ccccc3)=C(c3ccccc3)C(S(=O)(=O)c3ccccc3)C(c3ccccc3)=C2c2ccccc21,{'CC1=C2C(c3ccccc3)=C(c3ccccc3)C(S(=O)(=O)c3ccccc3)C(c3ccccc3)=C2c2ccccc21'},1,0.4892418,[190],[2],190,1
CC(C)N(C(C)C)[B-]12C(c3ccccc3)=C3C(c4ccccc4)=CC(c4ccccc4)=[N+]3[B-]1(Cl)N2c1ccccc1,{'CC(C)N(C(C)C)[B-]12C(c3ccccc3)=C3C(c4ccccc4)=CC(c4ccccc4)=[N+]3[B-]1(Cl)N2c1ccccc1'},1,0.0,[240],[2],240,1
O=C1C=C(COc2ccc(Cl)cc2C(=O)c2ccccc2Cl)C(=C(c2ccccc2)c2cccc(Cl)c2)C=C1Cl,{'O=C1C=C(COc2ccc(Cl)cc2C(=O)c2ccccc2Cl)C(=C(c2ccccc2)c2cccc(Cl)c2)C=C1Cl'},1,0.3650834,[240],[2],240,1
Oc1ccc(-c2c3ccccc3c(-c3ccc(F)cc3)c3[n+]2-c2c(-c4ccccc4)c-3[o+]c3ccccc23)cc1,{'Oc1ccc(-c2c3ccccc3c(-c3ccc(F)cc3)c3[n+]2-c2c(-c4ccccc4)c-3[o+]c3ccccc23)cc1'},1,0.4234295,[320],[2],320,1
c1ccc(C(c2ccccc2)=c2c3ccccc3c(=C3c4ccccc4-c4ccccc43)c3ncccc23)cc1,{'c1ccc(C(c2ccccc2)=c2c3ccccc3c(=C3c4ccccc4-c4ccccc43)c3ncccc23)cc1'},1,0.2086165,[340],[2],340,1
c1ccc(-c2cc3ccccc3cc2-c2c(-c3c4ccccc4cc4ccccc34)ccc3ccccc23)cc1,{'c1ccc(-c2cc3ccccc3cc2-c2c(-c3c4ccccc4cc4ccccc34)ccc3ccccc23)cc1'},1,0.4828195,[160],[2],160,1
c1ccc(-c2cc(-c3cccc4ccccc34)c(-c3c4ccccc4cc4ccccc34)c3ccccc23)cc1,{'c1ccc(-c2cc(-c3cccc4ccccc34)c(-c3c4ccccc4cc4ccccc34)c3ccccc23)cc1'},1,0.3758428,[260],[2],260,1
[O-]c1c2c(c(-c3ccccc3)n1-c1ccccc1)[N+](=Cc1c3ccccc3cc3ccccc13)c1ccccc1-2,{'[O-]c1c2c(c(-c3ccccc3)n1-c1ccccc1)[N+](=Cc1c3ccccc3cc3ccccc13)c1ccccc1-2'},1,0.5194589,[120],[2],120,1
[O-][N+]1=C(c2ccccc2)C(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)[N+]([O-])=C1c1ccccc1,{'[O-][N+]1=C(c2ccccc2)C(=C2C(c3ccccc3)=C(c3ccccc3)c3ccccc32)[N+]([O-])=C1c1ccccc1'},1,0.5309232,[390],[2],390,1
[O-]N([O-])c1ccc(C2=CC(c3ccc(Cl)cc3)=CC(=Nc3cc(N=[NH+]c4ccc(F)cc4)ccc3F)C2=[OH+])cc1,{'[O-]N([O-])c1ccc(C2=CC(c3ccc(Cl)cc3)=CC(=Nc3cc(N=[NH+]c4ccc(F)cc4)ccc3F)C2=[OH+])cc1'},1,0.4998964,[330],[2],330,1
